16,00;-2,91860;64,70
16,04;-2,98010;64,70
16,10;-2,98430;64,66
16,14;-2,98500;64,62
16,19;-2,98460;64,62
16,23;-2,98430;64,60
16,29;-2,98460;64,60
16,35;-2,98430;64,59
16,39;-2,98430;64,59
16,45;-2,98460;64,56
16,48;-2,98500;64,52
16,54;-2,98460;64,52
16,58;-2,98390;64,51
16,64;-2,98430;64,51
16,68;-2,98460;64,52
16,73;-2,98460;64,50
16,80;-2,98430;64,50
16,84;-2,98430;64,47
16,89;-2,98460;64,49
16,93;-2,98430;64,49
16,99;-2,98430;64,47
17,03;-2,98460;64,47
17,08;-2,98430;64,47
17,15;-2,98460;64,44
17,18;-2,98430;64,44
17,24;-2,98430;64,41
17,28;-2,98430;64,41
17,33;-2,98430;64,41
17,38;-2,98310;64,39
17,44;-2,98310;64,39
17,48;-2,98310;64,36
17,53;-2,98390;64,36
17,60;-2,98350;64,35
17,63;-2,98390;64,35
17,69;-2,98310;64,35
17,73;-2,98350;64,39
17,78;-2,98350;64,39
17,82;-2,98350;64,41
17,88;-2,98350;64,43
17,94;-2,98310;64,43
17,98;-2,98350;64,44
18,04;-2,98350;64,44
18,08;-2,98350;64,45
