-0,10;0,03190;84,70
-0,10;0,03080;84,70
-0,10;0,03080;84,69
-0,10;0,03150;84,69
-0,09;0,03110;84,70
-0,09;0,03190;84,70
-0,08;0,03150;84,70
-0,06;0,03110;84,70
-0,04;0,03110;84,70
-0,00;0,03080;84,72
0,06;0,03110;84,72
0,10;0,03080;84,72
0,16;0,03080;84,69
0,22;0,03110;84,69
0,31;0,03110;84,68
0,37;0,03110;84,68
0,47;0,03150;84,68
0,58;0,03150;84,70
0,66;0,03110;84,70
0,77;0,03150;84,72
0,85;0,03080;84,72
0,97;0,03110;84,72
1,06;0,03190;84,72
1,19;0,03150;84,74
1,27;0,03190;84,72
1,40;0,03110;84,72
1,54;0,03150;84,72
1,62;0,03150;84,72
1,73;0,03110;84,71
1,81;0,03110;84,71
1,92;0,03110;84,71
1,99;0,03110;84,71
2,09;0,03190;84,71
2,21;0,03110;84,71
2,27;0,03110;84,71
2,36;0,03110;84,72
2,42;0,03150;84,72
2,51;0,03110;84,69
2,58;0,03110;84,66
2,66;0,03150;84,66
2,72;0,03110;84,65
2,80;0,03080;84,65
2,89;0,03150;84,66
2,95;0,03150;84,68
3,02;0,03110;84,68
3,07;0,03110;84,65
3,15;0,03150;84,65
3,20;0,03080;84,68
3,28;0,03150;84,66
3,36;0,03150;84,66
3,41;0,03150;84,65
3,48;0,03110;84,65
3,52;0,03150;84,60
3,59;0,03110;84,60
3,65;0,03150;84,59
3,71;0,03150;84,59
3,76;0,03150;84,59
3,82;0,03190;84,56
3,90;0,03150;84,55
3,94;0,03150;84,55
4,01;0,03150;84,54
4,06;0,03150;84,54
4,12;0,03110;84,55
4,17;0,03150;84,56
4,23;0,03150;84,56
4,30;0,03110;84,59
4,34;0,03190;84,59
4,41;0,03110;84,57
4,45;0,03110;84,57
4,51;0,03110;84,57
4,55;0,03150;84,62
4,61;0,03150;84,62
4,66;0,03190;84,68
4,72;0,03110;84,68
4,79;0,03150;84,71
4,83;0,03150;84,74
4,89;0,03150;84,74
4,93;0,03150;84,75
4,99;0,03150;84,75
5,03;0,03150;84,79
5,09;0,03110;84,79
5,16;0,03110;84,80
5,20;0,03150;84,84
5,26;0,03150;84,84
5,30;0,03150;84,89
5,36;0,03110;84,89
5,40;0,03150;84,95
5,46;0,03190;84,99
5,50;0,03150;84,99
5,56;0,03150;85,01
5,62;0,03150;85,01
5,66;0,03190;85,04
5,73;0,03190;85,09
5,76;0,03150;85,09
5,82;0,03150;85,11
5,86;0,03150;85,11
5,92;0,03150;85,12
5,98;0,03110;85,10
6,02;0,03150;85,10
6,08;0,03150;85,07
6,12;0,03110;85,07
6,18;0,03150;85,09
6,22;0,03110;85,09
6,28;0,03150;85,07
6,32;0,03190;85,07
6,37;0,03150;85,07
6,43;0,03150;85,02
6,47;0,03110;85,02
6,54;0,03150;85,00
