-0,06;0,03300;45,50
-0,06;0,03300;45,50
-0,06;0,03260;45,49
-0,06;0,03340;45,47
-0,06;0,03340;45,47
-0,06;0,03340;45,46
-0,05;0,03260;45,46
-0,03;0,03300;45,45
-0,01;0,03340;45,44
0,03;0,03340;45,44
0,09;0,03300;45,41
0,14;0,03340;45,43
0,21;0,03300;45,43
0,26;0,03300;45,41
0,35;0,03300;45,41
0,41;0,03340;45,39
0,51;0,03300;45,39
0,63;0,03340;45,40
0,71;0,03340;45,40
0,83;0,03260;45,40
0,91;0,03340;45,38
1,03;0,03340;45,40
1,12;0,03340;45,40
1,25;0,03260;45,40
1,33;0,03300;45,40
1,46;0,03300;45,40
1,60;0,03340;45,36
1,68;0,03340;45,36
1,79;0,03260;45,36
1,87;0,03340;45,36
1,97;0,03340;45,35
2,05;0,03340;45,35
2,14;0,03340;45,35
2,25;0,03340;45,35
2,32;0,03300;45,35
2,41;0,03300;45,35
2,47;0,03300;45,35
2,56;0,03340;45,35
2,62;0,03340;45,35
2,71;0,03340;45,33
2,77;0,03340;45,33
2,84;0,03260;45,33
2,93;0,03340;45,31
2,98;0,03340;45,31
3,06;0,03300;45,33
3,11;0,03300;45,31
3,19;0,03340;45,31
3,24;0,03300;45,30
3,31;0,03340;45,30
3,39;0,03300;45,29
3,44;0,03340;45,28
3,51;0,03340;45,28
3,56;0,03300;45,26
3,63;0,03340;45,29
3,68;0,03340;45,29
3,75;0,03300;45,28
3,79;0,03340;45,26
3,86;0,03340;45,26
3,93;0,03300;45,25
3,98;0,03300;45,25
4,04;0,03340;45,25
4,09;0,03300;45,25
4,15;0,03340;45,25
4,19;0,03300;45,24
4,26;0,03340;45,24
4,33;0,03300;45,21
4,37;0,03340;45,20
4,43;0,03260;45,20
4,48;0,03300;45,18
4,54;0,03340;45,18
4,57;0,03260;45,16
4,64;0,03300;45,14
4,68;0,03300;45,14
4,75;0,03300;45,09
4,81;0,03300;45,09
4,85;0,03340;45,09
4,92;0,03340;45,06
4,96;0,03300;45,06
5,02;0,03300;45,05
5,05;0,03300;45,05
5,12;0,03300;45,04
5,18;0,03300;45,04
5,23;0,03300;45,04
5,29;0,03300;45,03
5,32;0,03300;45,03
5,39;0,03300;45,03
5,42;0,03340;45,03
5,48;0,03300;45,00
5,53;0,03340;45,00
5,58;0,03300;45,00
5,65;0,03340;44,97
5,69;0,03340;44,97
5,75;0,03340;44,94
5,79;0,03380;44,94
5,84;0,03380;44,94
5,88;0,03300;44,94
5,94;0,03300;44,94
6,01;0,03300;44,95
6,05;0,03340;44,95
6,10;0,03300;44,95
6,14;0,03340;44,96
6,20;0,03340;44,96
6,24;0,03340;44,96
6,30;0,03340;44,95
6,34;0,03340;44,95
6,39;0,03340;44,97
6,46;0,03300;44,97
6,50;0,03300;45,00
6,56;0,03340;44,99
6,60;0,03260;44,99
6,65;0,03340;44,96
6,69;0,03340;44,96
6,75;0,03340;44,96
6,81;0,03340;44,96
6,85;0,03300;44,96
6,91;0,03300;44,96
6,95;0,03340;44,96
7,01;0,03340;44,96
7,04;0,03380;44,95
7,10;0,03340;44,95
7,14;0,03340;44,95
7,20;0,03340;44,95
7,27;0,03340;44,94
7,30;0,03340;44,95
7,36;0,03340;44,95
7,40;0,03300;44,96
7,46;0,03340;44,96
7,50;0,03340;44,96
7,55;0,03340;44,95
7,62;0,03340;44,95
7,66;0,03340;44,93
7,72;0,03300;44,93
7,75;0,03340;44,91
7,81;0,03340;44,88
7,84;0,03260;44,88
7,90;0,03300;44,84
7,94;0,03380;44,84
8,00;0,03300;44,83
8,07;0,03340;44,81
8,10;0,03340;44,81
8,16;0,03300;44,79
8,20;0,03340;44,79
8,26;0,03340;44,76
8,29;0,03340;44,76
8,35;0,03340;44,76
8,41;0,03300;44,74
8,45;0,03380;44,74
8,51;0,03340;44,70
8,55;0,03380;44,70
8,61;0,03340;44,66
8,64;0,03380;44,64
8,70;0,03300;44,64
8,74;0,03300;44,63
8,80;0,03340;44,63
8,86;0,03340;44,60
8,90;0,03340;44,56
8,96;0,03300;44,56
8,99;0,03340;44,53
9,05;0,03340;44,53
9,09;0,03340;44,50
9,15;0,03380;44,50
9,21;0,03340;44,50
9,25;0,03300;44,49
9,30;0,03340;44,49
9,34;0,03340;44,47
9,40;0,03340;44,47
9,44;0,03340;44,44
9,50;0,03340;44,44
9,54;0,03340;44,44
9,59;0,03340;44,45
9,66;0,03340;44,45
9,70;0,03340;44,43
9,76;0,03380;44,41
9,79;0,03340;44,41
9,85;0,03300;44,40
9,89;0,03340;44,40
9,94;0,03340;44,40
10,01;0,03380;44,40
10,04;0,03300;44,40
10,10;0,03300;44,40
10,14;0,03300;44,40
10,20;0,03340;44,41
10,24;0,03300;44,41
10,29;0,03300;44,41
10,33;0,03380;44,40
10,39;0,03340;44,40
